Record Length,2.500000e+03,,  -0.000250000000,   9.20000,
Sample Interval,2.000000e-07,,  -0.000249800000,   9.20000,
Trigger Point,1.250000000000e+03,,  -0.000249600000,   9.60000,
,,,  -0.000249400000,   9.20000,
,,,  -0.000249200000,   9.60000,
,,,  -0.000249000000,   9.60000,
Source,CH1,,  -0.000248800000,   8.40000,
Vertical Units,V,,  -0.000248600000,   9.60000,
Vertical Scale,1.000000e+01,,  -0.000248400000,   9.60000,
Vertical Offset,2.000000e+01,,  -0.000248200000,   9.60000,
Horizontal Units,s,,  -0.000248000000,   9.20000,
Horizontal Scale,5.000000e-05,,  -0.000247800000,   9.20000,
Pt Fmt,Y,,  -0.000247600000,   9.60000,
Yzero,0.000000e+00,,  -0.000247400000,   9.60000,
Probe Atten,1.000000e+01,,  -0.000247200000,   9.20000,
Model Number,TDS2002C,,  -0.000247000000,   9.20000,
Serial Number,C014054,,  -0.000246800000,   9.60000,
Firmware Version,FV:v24.15,,  -0.000246600000,   9.60000,
,,,-00.000246400000,   9.20000,
,,,-00.000246200000,  10.00000,
,,,-00.000246000000,   9.60000,
,,,-00.000245800000,   9.60000,
,,,-00.000245600000,   9.60000,
,,,-00.000245400000,   8.80000,
,,,-00.000245200000,   9.60000,
,,,-00.000245000000,   9.60000,
,,,-00.000244800000,   9.20000,
,,,-00.000244600000,   9.60000,
,,,-00.000244400000,   9.60000,
,,,-00.000244200000,   9.60000,
,,,-00.000244000000,   9.60000,
,,,-00.000243800000,   9.60000,
,,,-00.000243600000,   9.20000,
,,,-00.000243400000,   9.20000,
,,,-00.000243200000,   9.20000,
,,,-00.000243000000,   9.60000,
,,,-00.000242800000,   9.20000,
,,,-00.000242600000,   9.60000,
,,,-00.000242400000,   9.60000,
,,,-00.000242200000,   8.80000,
,,,-00.000242000000,   9.20000,
,,,-00.000241800000,   9.20000,
,,,-00.000241600000,   9.20000,
,,,-00.000241400000,   9.20000,
,,,-00.000241200000,   9.60000,
,,,-00.000241000000,   9.20000,
,,,-00.000240800000,   9.60000,
,,,-00.000240600000,   9.20000,
,,,-00.000240400000,   8.80000,
,,,-00.000240200000,   9.60000,
,,,-00.000240000000,   9.20000,
,,,-00.000239800000,   9.60000,
,,,-00.000239600000,   9.20000,
,,,-00.000239400000,  10.00000,
,,,-00.000239200000,   9.60000,
,,,-00.000239000000,   9.20000,
,,,-00.000238800000,   8.80000,
,,,-00.000238600000,   9.20000,
,,,-00.000238400000,   9.60000,
,,,-00.000238200000,   9.20000,
,,,-00.000238000000,   9.60000,
,,,-00.000237800000,   8.80000,
,,,-00.000237600000,   9.60000,
,,,-00.000237400000,   9.60000,
,,,-00.000237200000,   8.80000,
,,,-00.000237000000,   9.20000,
,,,-00.000236800000,   9.20000,
,,,-00.000236600000,   9.60000,
,,,-00.000236400000,   9.20000,
,,,-00.000236200000,   8.80000,
,,,-00.000236000000,   9.60000,
,,,-00.000235800000,   9.60000,
,,,-00.000235600000,   9.20000,
,,,-00.000235400000,   8.80000,
,,,-00.000235200000,   9.20000,
,,,-00.000235000000,   9.20000,
,,,-00.000234800000,   9.60000,
,,,-00.000234600000,   9.60000,
,,,-00.000234400000,   9.20000,
,,,-00.000234200000,   9.60000,
,,,-00.000234000000,   9.20000,
,,,-00.000233800000,   9.20000,
,,,-00.000233600000,   9.20000,
,,,-00.000233400000,   9.20000,
,,,-00.000233200000,   9.20000,
,,,-00.000233000000,   8.80000,
,,,-00.000232800000,   9.20000,
,,,-00.000232600000,   9.20000,
,,,-00.000232400000,   9.20000,
,,,-00.000232200000,   8.80000,
,,,-00.000232000000,   9.20000,
,,,-00.000231800000,   9.20000,
,,,-00.000231600000,   9.20000,
,,,-00.000231400000,   9.20000,
,,,-00.000231200000,   9.60000,
,,,-00.000231000000,   9.60000,
,,,-00.000230800000,   9.60000,
,,,-00.000230600000,   8.40000,
,,,-00.000230400000,   9.20000,
,,,-00.000230200000,   9.20000,
,,,-00.000230000000,   9.60000,
,,,-00.000229800000,   9.60000,
,,,-00.000229600000,   9.20000,
,,,-00.000229400000,   9.60000,
,,,-00.000229200000,   9.60000,
,,,-00.000229000000,   9.20000,
,,,-00.000228800000,   9.20000,
,,,-00.000228600000,  10.00000,
,,,-00.000228400000,  10.00000,
,,,-00.000228200000,   9.20000,
,,,-00.000228000000,   9.20000,
,,,-00.000227800000,   9.60000,
,,,-00.000227600000,  10.00000,
,,,-00.000227400000,   9.20000,
,,,-00.000227200000,   8.80000,
,,,-00.000227000000,   9.60000,
,,,-00.000226800000,   9.20000,
,,,-00.000226600000,   9.20000,
,,,-00.000226400000,   9.60000,
,,,-00.000226200000,   9.20000,
,,,-00.000226000000,   9.20000,
,,,-00.000225800000,   9.20000,
,,,-00.000225600000,   9.20000,
,,,-00.000225400000,   9.20000,
,,,-00.000225200000,   9.60000,
,,,-00.000225000000,   9.20000,
,,,-00.000224800000,   9.20000,
,,,-00.000224600000,   9.60000,
,,,-00.000224400000,  10.00000,
,,,-00.000224200000,   9.20000,
,,,-00.000224000000,   9.20000,
,,,-00.000223800000,   9.20000,
,,,-00.000223600000,   8.80000,
,,,-00.000223400000,   9.20000,
